Cod Venda;NFe;NFCe;Data Venda;Data Recebimento;Nome Cliente; Valor Venda ; Valor Recebido ; Vr. Desconto ; Tx Serviço ;Operação;Tipo Operação;Caixa;Vendedor;Operador;Data Cancelamento;Operador Cancelamento;Operador Desconto;Operador Desc Repique;NRC;Comandas;Série NFCE;Série NFE;Integração;Observação;CO_CLIENTE;Atendente;IC_REVENDA
1780901;;14445;06/05/2023 23:36;07/05/2023 01:03;; R$ 444,00 ; R$ 444,00 ; R$ -   ; R$ 44,40 ;35;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1780801;;14444;06/05/2023 23:03;07/05/2023 00:39;; R$ 181,00 ; R$ 181,00 ; R$ -   ; R$ 15,10 ;32;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1780701;;14443;06/05/2023 22:51;07/05/2023 00:30;; R$ 163,00 ; R$ 163,00 ; R$ -   ; R$ -   ;6;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1780601;;14442;06/05/2023 23:40;07/05/2023 00:26;; R$ 140,00 ; R$ 140,00 ; R$ -   ; R$ 14,00 ;24;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1780501;;14441;06/05/2023 23:24;07/05/2023 00:26;; R$ 97,00 ; R$ 97,00 ; R$ -   ; R$ 6,70 ;23;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1780401;;14440;06/05/2023 20:20;07/05/2023 00:13;; R$ 71,00 ; R$ 71,00 ; R$ -   ; R$ 5,60 ;231;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1780301;;14439;06/05/2023 19:54;07/05/2023 00:12;; R$ 750,40 ; R$ 750,40 ; R$ -   ; R$ 65,39 ;33;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1780201;;14438;06/05/2023 22:38;06/05/2023 23:54;; R$ 205,50 ; R$ 205,50 ; R$ -   ; R$ 20,50 ;5;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1780101;;14437;06/05/2023 21:36;06/05/2023 23:53;; R$ 207,00 ; R$ 207,00 ; R$ -   ; R$ 19,40 ;7;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1780001;;14436;06/05/2023 22:00;06/05/2023 23:52;; R$ 226,00 ; R$ 226,00 ; R$ -   ; R$ 22,60 ;8;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1779901;;14435;06/05/2023 12:06;06/05/2023 23:47;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ -   ;1;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1779801;;14434;06/05/2023 20:43;06/05/2023 23:46;; R$ 416,00 ; R$ 416,00 ; R$ -   ; R$ 35,60 ;26;LOCA;77901;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1779701;;14433;06/05/2023 17:19;06/05/2023 23:41;; R$ 1.278,00 ; R$ 1.278,00 ; R$ -   ; R$ 109,80 ;34;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1779601;;14432;06/05/2023 21:09;06/05/2023 23:37;; R$ 514,00 ; R$ 514,00 ; R$ -   ; R$ 42,40 ;27;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1779501;;14431;06/05/2023 22:54;06/05/2023 23:22;; R$ 28,00 ; R$ 28,00 ; R$ -   ; R$ 2,80 ;35;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1779401;;14430;06/05/2023 20:22;06/05/2023 23:22;; R$ 113,00 ; R$ 113,00 ; R$ -   ; R$ 9,80 ;233;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1779301;;14429;06/05/2023 20:22;06/05/2023 23:22;; R$ 40,00 ; R$ 40,00 ; R$ -   ; R$ 2,50 ;236;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1779201;;14428;06/05/2023 20:21;06/05/2023 23:21;; R$ 66,00 ; R$ 66,00 ; R$ -   ; R$ 5,10 ;234;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1779101;;14427;06/05/2023 20:21;06/05/2023 23:21;; R$ 147,00 ; R$ 147,00 ; R$ -   ; R$ 13,20 ;232;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1779001;;14426;06/05/2023 20:39;06/05/2023 23:21;; R$ 120,00 ; R$ 120,00 ; R$ -   ; R$ 10,50 ;241;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1778901;;14425;06/05/2023 20:39;06/05/2023 23:20;; R$ 81,00 ; R$ 81,00 ; R$ -   ; R$ 6,60 ;242;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1778801;;14424;06/05/2023 22:26;06/05/2023 23:20;; R$ 129,00 ; R$ 129,00 ; R$ -   ; R$ 12,90 ;10;LOCA;77901;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1778701;;14423;06/05/2023 20:54;06/05/2023 23:19;; R$ 43,00 ; R$ 43,00 ; R$ -   ; R$ 2,80 ;245;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1778601;;14422;06/05/2023 20:53;06/05/2023 23:15;; R$ 167,00 ; R$ 167,00 ; R$ -   ; R$ 13,00 ;246;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1778501;;14421;06/05/2023 20:40;06/05/2023 23:14;; R$ 85,00 ; R$ 85,00 ; R$ -   ; R$ -   ;244;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1778401;;14420;06/05/2023 21:29;06/05/2023 23:14;; R$ 43,00 ; R$ 43,00 ; R$ -   ; R$ 4,30 ;135;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1778301;;14419;06/05/2023 17:24;06/05/2023 23:14;; R$ 473,00 ; R$ 473,00 ; R$ -   ; R$ 43,30 ;2;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1778201;;14418;06/05/2023 20:29;06/05/2023 23:13;; R$ 50,00 ; R$ 50,00 ; R$ -   ; R$ 3,50 ;238;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1778101;;14417;06/05/2023 20:24;06/05/2023 23:13;; R$ 132,00 ; R$ 132,00 ; R$ -   ; R$ 11,70 ;235;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1778001;;14416;06/05/2023 21:00;06/05/2023 23:03;; R$ 129,00 ; R$ 129,00 ; R$ -   ; R$ 9,90 ;30;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1777901;;14415;06/05/2023 22:14;06/05/2023 23:02;; R$ 56,00 ; R$ 56,00 ; R$ -   ; R$ 5,60 ;102;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1777801;;14414;06/05/2023 20:38;06/05/2023 23:00;; R$ 109,00 ; R$ 109,00 ; R$ -   ; R$ 9,40 ;240;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1777701;;14413;06/05/2023 20:28;06/05/2023 22:46;; R$ 126,00 ; R$ 126,00 ; R$ -   ; R$ 12,60 ;239;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1777601;;14412;06/05/2023 15:54;06/05/2023 22:39;; R$ 247,00 ; R$ 247,00 ; R$ -   ; R$ 22,70 ;120;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1777501;;14411;06/05/2023 20:39;06/05/2023 22:31;; R$ 31,00 ; R$ 31,00 ; R$ -   ; R$ 1,60 ;243;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1777401;;14410;06/05/2023 20:26;06/05/2023 22:22;; R$ 103,00 ; R$ 103,00 ; R$ -   ; R$ 9,30 ;31;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1777301;;14409;06/05/2023 20:58;06/05/2023 22:22;; R$ 72,00 ; R$ 72,00 ; R$ -   ; R$ 7,20 ;6;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1777201;;14408;06/05/2023 21:33;06/05/2023 22:21;; R$ 91,00 ; R$ 91,00 ; R$ -   ; R$ 7,60 ;36;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1777101;;14407;06/05/2023 21:23;06/05/2023 22:21;; R$ 27,00 ; R$ 27,00 ; R$ -   ; R$ 1,20 ;249;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1777001;;14406;06/05/2023 20:28;06/05/2023 22:21;; R$ 27,00 ; R$ 27,00 ; R$ -   ; R$ 1,20 ;237;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1776901;;14405;06/05/2023 17:07;06/05/2023 22:20;; R$ 422,00 ; R$ 422,00 ; R$ -   ; R$ 38,20 ;137;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1776801;;14404;06/05/2023 21:22;06/05/2023 22:14;; R$ 79,00 ; R$ 79,00 ; R$ -   ; R$ 6,40 ;247;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1776701;;14403;06/05/2023 21:22;06/05/2023 22:14;; R$ 31,00 ; R$ 31,00 ; R$ -   ; R$ 1,60 ;248;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1776601;;14402;06/05/2023 20:12;06/05/2023 22:12;; R$ 115,00 ; R$ 115,00 ; R$ -   ; R$ 11,50 ;229;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1776501;;14401;06/05/2023 16:52;06/05/2023 22:01;; R$ 414,00 ; R$ 414,00 ; R$ -   ; R$ 36,80 ;224;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1776401;;14400;06/05/2023 20:28;06/05/2023 22:00;; R$ 78,00 ; R$ 78,00 ; R$ -   ; R$ 8,00 ;101;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1776301;;14399;06/05/2023 16:56;06/05/2023 21:53;; R$ 692,01 ; R$ 692,01 ; R$ -   ; R$ 57,20 ;13;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1776201;;14398;06/05/2023 20:53;06/05/2023 21:41;; R$ 93,00 ; R$ 93,00 ; R$ -   ; R$ 7,80 ;35;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1776101;;14397;06/05/2023 20:59;06/05/2023 21:36;; R$ 72,00 ; R$ 72,00 ; R$ -   ; R$ 7,20 ;65;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1776001;;14396;06/05/2023 19:52;06/05/2023 21:33;; R$ 100,00 ; R$ 100,00 ; R$ -   ; R$ 5,48 ;25;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1775901;;14395;06/05/2023 16:24;06/05/2023 21:31;; R$ 702,00 ; R$ 702,00 ; R$ -   ; R$ 73,00 ;125;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1775801;;14394;06/05/2023 16:44;06/05/2023 21:24;; R$ 828,00 ; R$ 828,00 ; R$ -   ; R$ 72,80 ;148;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1775701;;14393;06/05/2023 20:30;06/05/2023 21:12;; R$ 84,00 ; R$ 84,00 ; R$ -   ; R$ 8,40 ;5;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1775601;;14392;06/05/2023 19:23;06/05/2023 21:12;; R$ 72,00 ; R$ 72,00 ; R$ -   ; R$ 7,20 ;226;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1775501;;14391;06/05/2023 17:00;06/05/2023 20:54;; R$ 188,01 ; R$ 188,01 ; R$ -   ; R$ 15,80 ;20;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1775401;;14390;06/05/2023 17:05;06/05/2023 20:53;; R$ 231,00 ; R$ 231,00 ; R$ -   ; R$ 19,10 ;138;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1775301;;14389;06/05/2023 17:11;06/05/2023 20:53;; R$ 191,00 ; R$ 191,00 ; R$ -   ; R$ 17,10 ;128;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1775201;;14388;06/05/2023 16:37;06/05/2023 20:52;; R$ 357,00 ; R$ 357,00 ; R$ -   ; R$ 31,70 ;129;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1775101;;14387;06/05/2023 16:53;06/05/2023 20:52;; R$ 257,50 ; R$ 257,50 ; R$ -   ; R$ 19,75 ;135;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1775001;;14386;06/05/2023 18:45;06/05/2023 20:36;; R$ 197,00 ; R$ 197,00 ; R$ -   ; R$ 17,35 ;9;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1774901;;14385;06/05/2023 16:34;06/05/2023 20:36;; R$ 175,00 ; R$ 175,00 ; R$ -   ; R$ 13,50 ;121;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1774801;;14384;06/05/2023 18:07;06/05/2023 20:35;; R$ 203,00 ; R$ 203,00 ; R$ -   ; R$ 16,30 ;154;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1774701;;14383;06/05/2023 18:54;06/05/2023 20:35;; R$ 62,00 ; R$ 62,00 ; R$ -   ; R$ 4,20 ;223;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1774601;;14382;06/05/2023 17:58;06/05/2023 20:35;; R$ 64,00 ; R$ 64,00 ; R$ -   ; R$ 4,40 ;153;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1774501;;14381;06/05/2023 18:30;06/05/2023 20:34;; R$ 62,00 ; R$ 62,00 ; R$ -   ; R$ 4,20 ;221;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1774401;;14380;06/05/2023 16:38;06/05/2023 20:31;; R$ 342,00 ; R$ 342,00 ; R$ -   ; R$ 30,20 ;131;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1774301;;14379;06/05/2023 17:56;06/05/2023 20:30;; R$ 90,00 ; R$ 90,00 ; R$ -   ; R$ 7,00 ;151;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1774201;;14378;06/05/2023 16:26;06/05/2023 20:29;; R$ 237,00 ; R$ 237,00 ; R$ -   ; R$ 19,70 ;127;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1774101;;14377;06/05/2023 17:58;06/05/2023 20:29;; R$ 175,00 ; R$ 175,00 ; R$ -   ; R$ 13,50 ;149;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1774001;;14376;06/05/2023 19:18;06/05/2023 20:29;; R$ 48,00 ; R$ 48,00 ; R$ -   ; R$ 2,80 ;225;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1773901;;14375;06/05/2023 17:39;06/05/2023 20:27;; R$ 267,00 ; R$ 267,00 ; R$ -   ; R$ 22,70 ;10;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1773801;;14374;06/05/2023 17:49;06/05/2023 20:27;; R$ 90,00 ; R$ 90,00 ; R$ -   ; R$ 7,00 ;147;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1773701;;14373;06/05/2023 18:15;06/05/2023 20:27;; R$ 114,00 ; R$ 114,00 ; R$ -   ; R$ 9,40 ;220;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1773601;;14372;06/05/2023 15:56;06/05/2023 20:23;; R$ 354,00 ; R$ 354,00 ; R$ -   ; R$ 33,40 ;136;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1773501;;14371;06/05/2023 17:16;06/05/2023 20:22;; R$ 144,00 ; R$ 144,00 ; R$ -   ; R$ 10,70 ;139;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1773401;;14370;06/05/2023 19:46;06/05/2023 20:22;; R$ 97,00 ; R$ 97,00 ; R$ -   ; R$ 9,70 ;123;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1773301;;14369;06/05/2023 17:26;06/05/2023 20:21;; R$ 208,00 ; R$ 208,00 ; R$ -   ; R$ 16,80 ;143;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1773201;;14368;06/05/2023 17:57;06/05/2023 20:21;; R$ 56,00 ; R$ 56,00 ; R$ -   ; R$ 5,60 ;152;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1773101;;14367;06/05/2023 18:39;06/05/2023 20:21;; R$ 28,00 ; R$ 28,00 ; R$ -   ; R$ 2,80 ;222;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1773001;;14366;06/05/2023 16:56;06/05/2023 20:18;; R$ 134,00 ; R$ 134,00 ; R$ -   ; R$ -   ;63;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1772901;;14365;06/05/2023 17:24;06/05/2023 20:04;; R$ 143,00 ; R$ 143,00 ; R$ -   ; R$ 14,30 ;141;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1772801;;14364;06/05/2023 16:37;06/05/2023 20:03;; R$ 460,90 ; R$ 460,90 ; R$ -   ; R$ 38,10 ;7;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1772701;;14363;06/05/2023 18:01;06/05/2023 19:57;; R$ 168,00 ; R$ 168,00 ; R$ -   ; R$ 16,80 ;17;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1772601;;14362;06/05/2023 19:28;06/05/2023 19:56;; R$ 38,00 ; R$ 38,00 ; R$ -   ; R$ 3,80 ;228;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1772501;;14361;06/05/2023 16:22;06/05/2023 19:44;; R$ 262,00 ; R$ 262,00 ; R$ -   ; R$ 20,20 ;126;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1772401;;14360;06/05/2023 17:22;06/05/2023 19:38;; R$ 96,00 ; R$ 96,00 ; R$ -   ; R$ 5,60 ;142;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1772301;;14359;06/05/2023 16:47;06/05/2023 19:37;; R$ 123,00 ; R$ 123,00 ; R$ -   ; R$ 8,30 ;132;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1772201;;14358;06/05/2023 16:18;06/05/2023 19:36;; R$ 210,00 ; R$ 210,00 ; R$ -   ; R$ 17,00 ;124;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1772101;;14357;06/05/2023 17:45;06/05/2023 19:33;; R$ 274,00 ; R$ 274,00 ; R$ -   ; R$ 21,40 ;300;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1772001;;14356;06/05/2023 17:12;06/05/2023 19:21;; R$ 454,00 ; R$ 454,00 ; R$ -   ; R$ 41,40 ;123;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1771901;;14355;06/05/2023 16:29;06/05/2023 19:21;; R$ 130,00 ; R$ 130,00 ; R$ -   ; R$ 10,00 ;3;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1771801;;14354;06/05/2023 15:55;06/05/2023 19:20;; R$ 179,00 ; R$ 179,00 ; R$ -   ; R$ 13,90 ;122;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1771701;;14353;06/05/2023 16:15;06/05/2023 19:18;; R$ 233,00 ; R$ 233,00 ; R$ -   ; R$ 21,10 ;4;LOCA;77901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1771601;;14352;06/05/2023 17:08;06/05/2023 19:15;; R$ 41,00 ; R$ 41,00 ; R$ -   ; R$ 2,10 ;5;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1771501;;14351;06/05/2023 16:34;06/05/2023 19:15;; R$ 220,00 ; R$ 220,00 ; R$ -   ; R$ 18,00 ;130;LOCA;77901;EXTRA1;CAIXA;;;;;;;1;;;;;701;
1771401;;14350;06/05/2023 17:15;06/05/2023 19:14;; R$ 200,50 ; R$ 200,40 ; R$ 0,10 ; R$ -   ;140;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1771301;;14349;06/05/2023 15:25;06/05/2023 18:58;; R$ 106,00 ; R$ 106,00 ; R$ -   ; R$ 6,60 ;8;LOCA;77901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1771201;;14348;06/05/2023 16:53;06/05/2023 18:44;; R$ 123,00 ; R$ 123,00 ; R$ -   ; R$ 8,30 ;134;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1771101;;14347;06/05/2023 15:25;06/05/2023 18:42;; R$ 104,00 ; R$ 104,00 ; R$ -   ; R$ 8,14 ;60;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1771001;;14346;06/05/2023 15:50;06/05/2023 18:32;; R$ 174,00 ; R$ 174,00 ; R$ -   ; R$ 13,40 ;16;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1770901;;14345;06/05/2023 15:09;06/05/2023 18:17;; R$ 286,00 ; R$ 286,00 ; R$ -   ; R$ 23,80 ;11;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1770801;;14344;06/05/2023 17:41;06/05/2023 17:46;; R$ 56,00 ; R$ 55,00 ; R$ 1,00 ; R$ -   ;199;LOCA;77901;EXTRA3;CAIXA;;;;;;;1;;;;;901;
1770701;;14343;06/05/2023 15:26;06/05/2023 17:28;; R$ 414,90 ; R$ 414,90 ; R$ -   ; R$ 35,49 ;10;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1770601;;14342;06/05/2023 16:43;06/05/2023 17:11;; R$ 105,00 ; R$ 105,00 ; R$ -   ; R$ 6,50 ;14;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1770501;;14341;06/05/2023 16:02;06/05/2023 17:09;; R$ 413,00 ; R$ 413,00 ; R$ -   ; R$ 35,30 ;123;LOCA;77901;ADILSON;CAIXA;;;;;;;1;;;;;3101;
1770401;;14340;06/05/2023 15:44;06/05/2023 16:22;; R$ 157,00 ; R$ 157,00 ; R$ -   ; R$ 15,70 ;18;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1770301;;14339;06/05/2023 15:02;06/05/2023 15:27;; R$ 38,00 ; R$ 38,00 ; R$ -   ; R$ 3,80 ;20;LOCA;77901;ERICK;CAIXA;;;;;;;1;;;;;4101;
1770201;;14338;06/05/2023 11:58;06/05/2023 15:27;; R$ 61,90 ; R$ 61,90 ; R$ -   ; R$ 6,19 ;13;LOCA;77901;EXTRA3;CAIXA;;;;;;;1;;;;;901;
1770101;;14337;06/05/2023 00:27;06/05/2023 01:44;; R$ 42,00 ; R$ 42,00 ; R$ -   ; R$ 4,20 ;25;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1770001;;14336;05/05/2023 20:09;06/05/2023 01:29;; R$ 1.797,50 ; R$ 1.797,50 ; R$ -   ; R$ 160,25 ;29;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769901;;14335;05/05/2023 15:19;06/05/2023 01:09;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ 1,00 ;51;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1769801;;14334;05/05/2023 18:36;06/05/2023 01:08;; R$ 551,00 ; R$ 551,00 ; R$ -   ; R$ 49,00 ;21;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769701;;14333;05/05/2023 22:05;06/05/2023 01:05;; R$ 244,00 ; R$ 244,00 ; R$ -   ; R$ 21,40 ;11;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769601;;14332;05/05/2023 15:19;06/05/2023 01:04;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ 1,00 ;51;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1769501;;14331;05/05/2023 15:19;06/05/2023 00:47;; R$ 120,00 ; R$ 120,00 ; R$ -   ; R$ 12,00 ;97;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1769401;;14330;06/05/2023 00:39;06/05/2023 00:47;; R$ 24,00 ; R$ 24,00 ; R$ -   ; R$ 2,40 ;1;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769301;;14329;05/05/2023 20:43;06/05/2023 00:29;; R$ 391,00 ; R$ 391,00 ; R$ -   ; R$ 33,08 ;22;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769201;;14328;05/05/2023 20:31;06/05/2023 00:12;; R$ 569,00 ; R$ 569,00 ; R$ -   ; R$ 43,80 ;26;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1769101;;14327;05/05/2023 20:57;06/05/2023 00:02;; R$ 76,00 ; R$ 76,00 ; R$ -   ; R$ -   ;34;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1769001;;14326;05/05/2023 23:52;05/05/2023 23:56;; R$ 32,00 ; R$ 32,00 ; R$ -   ; R$ 3,20 ;320;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1768901;;14325;05/05/2023 21:29;05/05/2023 23:55;; R$ 216,00 ; R$ 216,00 ; R$ -   ; R$ 18,60 ;19;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1768801;;14324;05/05/2023 18:41;05/05/2023 23:54;; R$ 1.256,50 ; R$ 1.256,50 ; R$ -   ; R$ 119,90 ;20;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1768701;;14323;05/05/2023 21:09;05/05/2023 23:39;; R$ 174,00 ; R$ 174,00 ; R$ -   ; R$ 15,40 ;8;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1768601;;14322;05/05/2023 21:36;05/05/2023 23:37;; R$ 153,00 ; R$ 153,00 ; R$ -   ; R$ 12,30 ;24;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1768501;;14321;05/05/2023 20:25;05/05/2023 23:26;; R$ 608,00 ; R$ 608,00 ; R$ -   ; R$ 52,00 ;25;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1768401;;14320;05/05/2023 20:44;05/05/2023 23:25;; R$ 202,00 ; R$ 202,00 ; R$ -   ; R$ 18,00 ;31;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1768301;;14319;05/05/2023 19:02;05/05/2023 23:24;; R$ 367,90 ; R$ 367,90 ; R$ -   ; R$ 35,29 ;36;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1768201;;14318;05/05/2023 21:13;05/05/2023 23:24;; R$ 297,00 ; R$ 297,00 ; R$ -   ; R$ 25,20 ;14;LOCA;77801;DAVID;CAIXA;;;;;;;1;;;;;3801;
1768101;;14317;05/05/2023 21:23;05/05/2023 23:24;; R$ 198,00 ; R$ 198,00 ; R$ -   ; R$ 19,80 ;16;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1768001;;14316;05/05/2023 20:19;05/05/2023 23:22;; R$ 551,00 ; R$ 551,00 ; R$ -   ; R$ 49,90 ;4;LOCA;77801;ERICK;CAIXA;;;;;;;1;;;;;4101;
1767901;;14315;05/05/2023 20:09;05/05/2023 23:03;; R$ 201,00 ; R$ 201,00 ; R$ -   ; R$ 18,60 ;61;LOCA;77801;EMERSON;CAIXA;;;;;;;1;;;;;501;
