Cod Venda;NFe;NFCe;Data Venda;Data Recebimento;Nome Cliente; Valor Venda ; Valor Recebido ; Vr. Desconto ; Tx Serviço ;Operação;Tipo Operação;Caixa;Vendedor;Operador;Data Cancelamento;Operador Cancelamento;Operador Desconto;Operador Desc Repique;NRC;Comandas;Série NFCE;Série NFE;Integração;Observação;CO_CLIENTE;Atendente;IC_REVENDA
1572701;;12403;09/03/2023 18:53;09/03/2023 22:41;; R$ 126,00 ; R$ 126,00 ; R$ -   ; R$ 10,60 ;3;LOCA;73001;DAVID;CAIXA;;;;;;;1;;;;;3801;
1572601;;12402;09/03/2023 20:24;09/03/2023 22:39;; R$ 293,90 ; R$ 293,90 ; R$ -   ; R$ 21,10 ;60;LOCA;73001;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1572501;;12401;09/03/2023 19:14;09/03/2023 21:44;; R$ 327,80 ; R$ 327,80 ; R$ -   ; R$ 29,78 ;7;LOCA;73001;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1572401;;12400;09/03/2023 19:58;09/03/2023 21:43;; R$ 260,50 ; R$ 260,50 ; R$ -   ; R$ 24,05 ;8;LOCA;73001;EMERSON;CAIXA;;;;;;;1;;;;;501;
1572301;;12399;09/03/2023 19:53;09/03/2023 19:58;; R$ 32,00 ; R$ 32,00 ; R$ -   ; R$ -   ;111;LOCA;73001;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1572201;;12398;09/03/2023 17:42;09/03/2023 19:42;; R$ 40,00 ; R$ 40,00 ; R$ -   ; R$ 4,00 ;5;LOCA;73001;DAVID;CAIXA;;;;;;;1;;;;;3801;
1572101;;12397;09/03/2023 16:47;09/03/2023 19:42;; R$ 124,00 ; R$ 124,00 ; R$ -   ; R$ 12,40 ;8;LOCA;73001;EMERSON;CAIXA;;;;;;;1;;;;;501;
1572001;;12396;08/03/2023 23:34;08/03/2023 23:48;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ 1,20 ;28;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1571901;;12395;08/03/2023 23:39;08/03/2023 23:41;; R$ 12,00 ; R$ 12,00 ; R$ -   ; R$ -   ;2;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1571801;;12394;08/03/2023 20:41;08/03/2023 23:41;; R$ 162,00 ; R$ 162,00 ; R$ -   ; R$ 13,20 ;65;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1571701;;12393;08/03/2023 22:56;08/03/2023 23:40;; R$ 65,00 ; R$ 65,00 ; R$ -   ; R$ 5,00 ;200;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1571601;;12392;08/03/2023 21:43;08/03/2023 23:40;; R$ 22,00 ; R$ 22,00 ; R$ -   ; R$ 0,70 ;89;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1571501;;12391;08/03/2023 19:47;08/03/2023 23:40;; R$ 87,00 ; R$ 87,00 ; R$ -   ; R$ 7,20 ;66;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1571401;;12390;08/03/2023 19:35;08/03/2023 23:39;; R$ 25,00 ; R$ 25,00 ; R$ -   ; R$ 1,00 ;67;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1571301;;12389;08/03/2023 20:00;08/03/2023 23:39;; R$ 738,00 ; R$ 738,00 ; R$ -   ; R$ 70,80 ;1;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1571201;;12388;08/03/2023 20:00;08/03/2023 23:39;; R$ 61,00 ; R$ 61,00 ; R$ -   ; R$ 3,20 ;9;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1571101;;12387;08/03/2023 21:16;08/03/2023 23:38;; R$ 77,00 ; R$ 77,00 ; R$ -   ; R$ 6,20 ;94;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1571001;;12386;08/03/2023 20:43;08/03/2023 23:38;; R$ 105,00 ; R$ 105,00 ; R$ -   ; R$ 7,50 ;63;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1570901;;12385;08/03/2023 20:53;08/03/2023 23:37;; R$ 186,00 ; R$ 186,00 ; R$ -   ; R$ 15,60 ;10;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1570801;;12384;08/03/2023 19:04;08/03/2023 23:37;; R$ 228,00 ; R$ 228,00 ; R$ -   ; R$ 19,80 ;13;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1570701;;12383;08/03/2023 18:35;08/03/2023 23:37;; R$ 520,00 ; R$ 520,00 ; R$ -   ; R$ 46,00 ;7;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1570601;;12382;08/03/2023 19:48;08/03/2023 23:36;; R$ 96,00 ; R$ 96,00 ; R$ -   ; R$ 6,60 ;81;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1570501;;12381;08/03/2023 20:53;08/03/2023 23:36;; R$ 96,00 ; R$ 96,00 ; R$ -   ; R$ 6,60 ;98;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1570401;;12380;08/03/2023 20:08;08/03/2023 23:36;; R$ 237,50 ; R$ 237,50 ; R$ -   ; R$ 20,75 ;76;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1570301;;12379;08/03/2023 19:35;08/03/2023 23:33;; R$ 279,00 ; R$ 279,00 ; R$ -   ; R$ 22,00 ;18;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1570201;;12378;08/03/2023 20:48;08/03/2023 23:31;; R$ 172,00 ; R$ 172,00 ; R$ -   ; R$ 14,20 ;62;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1570101;;12377;08/03/2023 19:53;08/03/2023 23:30;; R$ 221,00 ; R$ 221,00 ; R$ -   ; R$ 19,00 ;57;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1570001;;12376;08/03/2023 20:40;08/03/2023 23:30;; R$ 73,00 ; R$ 73,00 ; R$ -   ; R$ 4,40 ;53;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1569901;;12375;08/03/2023 20:07;08/03/2023 23:29;; R$ 222,00 ; R$ 222,00 ; R$ -   ; R$ 19,20 ;71;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1569801;;12374;08/03/2023 19:51;08/03/2023 21:56;; R$ 108,00 ; R$ 108,00 ; R$ -   ; R$ 7,80 ;78;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1569701;;12373;08/03/2023 21:16;08/03/2023 21:55;; R$ 24,00 ; R$ 24,00 ; R$ -   ; R$ 2,40 ;68;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1569601;;12372;08/03/2023 19:49;08/03/2023 21:20;; R$ 129,00 ; R$ 129,00 ; R$ -   ; R$ 9,90 ;15;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1569501;;12371;08/03/2023 19:28;08/03/2023 21:04;; R$ 295,90 ; R$ 295,90 ; R$ -   ; R$ 23,59 ;61;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1569401;;12370;08/03/2023 19:29;08/03/2023 20:56;; R$ 235,00 ; R$ 235,00 ; R$ -   ; R$ 20,50 ;17;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1569301;;12369;08/03/2023 20:51;08/03/2023 20:56;; R$ 30,00 ; R$ 30,00 ; R$ -   ; R$ -   ;95;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1569201;;12368;08/03/2023 19:21;08/03/2023 19:57;; R$ 125,00 ; R$ 125,00 ; R$ -   ; R$ 9,50 ;11;LOCA;72901;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1569101;;12367;08/03/2023 17:16;08/03/2023 19:33;; R$ 283,00 ; R$ 283,00 ; R$ -   ; R$ 28,30 ;8;LOCA;72901;EMERSON;CAIXA;;;;;;;1;;;;;501;
1569001;;12366;08/03/2023 18:51;08/03/2023 19:33;; R$ 70,00 ; R$ 70,00 ; R$ -   ; R$ 4,00 ;10;LOCA;72901;DAVID;CAIXA;;;;;;;1;;;;;3801;
1568901;;12365;07/03/2023 21:28;07/03/2023 23:11;; R$ 108,00 ; R$ 108,00 ; R$ -   ; R$ 8,80 ;10;LOCA;72801;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1568801;;12364;07/03/2023 20:56;07/03/2023 23:10;; R$ 104,00 ; R$ 104,00 ; R$ -   ; R$ 28,40 ;13;LOCA;72801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1568701;;12363;07/03/2023 17:24;07/03/2023 22:47;; R$ 174,00 ; R$ 174,00 ; R$ -   ; R$ 17,40 ;2;LOCA;72801;EMERSON;CAIXA;;;;;;;1;;;;;501;
1568601;;12362;07/03/2023 17:52;07/03/2023 22:47;; R$ 97,00 ; R$ 97,00 ; R$ -   ; R$ 6,80 ;8;LOCA;72801;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1568501;;12361;07/03/2023 15:00;07/03/2023 15:03;; R$ 146,00 ; R$ 146,00 ; R$ -   ; R$ 14,60 ;32;LOCA;72801;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1568401;;12360;06/03/2023 20:21;07/03/2023 10:50;; R$ 496,00 ; R$ 496,00 ; R$ -   ; R$ 46,70 ;7;LOCA;72701;EMERSON;CAIXA;;;;;;;1;;;;;501;
1568301;;12359;06/03/2023 19:47;07/03/2023 10:49;; R$ 111,00 ; R$ 111,00 ; R$ -   ; R$ 11,10 ;3;LOCA;72701;EMERSON;CAIXA;;;;;;;1;;;;;501;
1568201;;12358;06/03/2023 18:47;07/03/2023 10:49;; R$ 235,00 ; R$ 235,00 ; R$ -   ; R$ 23,50 ;2;LOCA;72701;EMERSON;CAIXA;;;;;;;1;;;;;501;
1568101;;12357;06/03/2023 18:47;07/03/2023 10:48;; R$ 53,00 ; R$ 53,00 ; R$ -   ; R$ 5,30 ;8;LOCA;72701;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1568001;;12356;06/03/2023 17:06;07/03/2023 10:48;; R$ 156,50 ; R$ 156,50 ; R$ -   ; R$ 15,65 ;11;LOCA;72701;DAVID;CAIXA;;;;;;;1;;;;;3801;
1567901;;12355;06/03/2023 20:03;07/03/2023 10:46;; R$ 272,00 ; R$ 272,00 ; R$ -   ; R$ 27,20 ;6;LOCA;72701;DAVID;CAIXA;;;;;;;1;;;;;3801;
1567801;;12354;06/03/2023 20:08;07/03/2023 10:45;; R$ 108,00 ; R$ 108,00 ; R$ -   ; R$ 10,80 ;70;LOCA;72701;EMERSON;CAIXA;;;;;;;1;;;;;501;
1567701;;12353;06/03/2023 18:38;07/03/2023 10:44;; R$ 130,00 ; R$ 130,00 ; R$ -   ; R$ 13,00 ;1;LOCA;72701;EMERSON;CAIXA;;;;;;;1;;;;;501;
1567601;;12352;05/03/2023 01:55;05/03/2023 01:59;; R$ 7,00 ; R$ 7,00 ; R$ -   ; R$ 0,70 ;156;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1567501;;12351;04/03/2023 20:45;05/03/2023 01:58;; R$ 619,00 ; R$ 619,00 ; R$ -   ; R$ 61,90 ;11;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1567401;;12350;05/03/2023 00:15;05/03/2023 01:53;; R$ 57,00 ; R$ 57,00 ; R$ -   ; R$ 5,70 ;97;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1567301;;12349;05/03/2023 00:10;05/03/2023 01:48;; R$ 45,00 ; R$ 45,00 ; R$ -   ; R$ 4,50 ;94;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1567201;;12348;04/03/2023 22:51;05/03/2023 01:45;; R$ 116,00 ; R$ 116,00 ; R$ -   ; R$ 11,60 ;147;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1567101;;12347;05/03/2023 00:21;05/03/2023 01:45;; R$ 64,00 ; R$ 64,00 ; R$ -   ; R$ 6,40 ;152;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1567001;;12346;04/03/2023 23:56;05/03/2023 01:40;; R$ 96,00 ; R$ 96,00 ; R$ -   ; R$ 9,60 ;139;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1566901;;12345;04/03/2023 23:17;05/03/2023 01:28;; R$ 16,00 ; R$ 16,00 ; R$ -   ; R$ 1,60 ;151;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566801;;12344;04/03/2023 23:01;05/03/2023 01:28;; R$ 84,00 ; R$ 84,00 ; R$ -   ; R$ 8,40 ;148;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566701;;12343;04/03/2023 22:14;05/03/2023 01:27;; R$ 119,00 ; R$ 119,00 ; R$ -   ; R$ 11,90 ;143;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566601;;12342;04/03/2023 22:40;05/03/2023 01:26;; R$ 48,00 ; R$ 48,00 ; R$ -   ; R$ 2,60 ;54;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566501;;12341;04/03/2023 21:54;05/03/2023 01:23;; R$ 172,00 ; R$ 172,00 ; R$ -   ; R$ 17,20 ;24;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566401;;12340;04/03/2023 22:21;05/03/2023 01:23;; R$ 215,00 ; R$ 215,00 ; R$ -   ; R$ 21,50 ;145;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1566301;;12339;04/03/2023 21:37;05/03/2023 01:19;; R$ 14,00 ; R$ 14,00 ; R$ -   ; R$ 1,40 ;137;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1566201;;12338;04/03/2023 23:07;05/03/2023 01:19;; R$ 44,00 ; R$ 44,00 ; R$ -   ; R$ 4,40 ;112;LOCA;72601;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1566101;;12337;04/03/2023 22:04;05/03/2023 01:18;; R$ 20,00 ; R$ 20,00 ; R$ -   ; R$ 2,00 ;95;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1566001;;12336;04/03/2023 20:42;05/03/2023 01:17;; R$ 167,50 ; R$ 167,50 ; R$ -   ; R$ 16,75 ;35;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1565901;;12335;04/03/2023 22:22;05/03/2023 01:17;; R$ 135,00 ; R$ 135,00 ; R$ -   ; R$ 13,50 ;146;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1565801;;12334;04/03/2023 18:58;05/03/2023 01:17;; R$ 30,00 ; R$ 30,00 ; R$ -   ; R$ 3,00 ;92;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1565701;;12333;04/03/2023 22:31;05/03/2023 01:16;; R$ 53,00 ; R$ 53,00 ; R$ -   ; R$ 5,30 ;75;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1565601;;12332;04/03/2023 21:36;05/03/2023 01:15;; R$ 64,00 ; R$ 64,00 ; R$ -   ; R$ 6,40 ;133;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1565501;;12331;04/03/2023 21:36;05/03/2023 01:15;; R$ 87,00 ; R$ 87,00 ; R$ -   ; R$ 8,70 ;135;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1565401;;12330;04/03/2023 22:15;05/03/2023 01:15;; R$ 53,00 ; R$ 53,00 ; R$ -   ; R$ 5,30 ;121;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1565301;;12329;04/03/2023 22:00;05/03/2023 01:14;; R$ 34,00 ; R$ 34,00 ; R$ -   ; R$ -   ;294;LOCA;72601;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1565201;;12328;04/03/2023 21:34;05/03/2023 01:10;; R$ 106,00 ; R$ 106,00 ; R$ -   ; R$ 10,60 ;18;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1565101;;12327;04/03/2023 19:51;05/03/2023 01:09;; R$ 1.027,00 ; R$ 1.027,00 ; R$ -   ; R$ 102,70 ;30;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1565001;;12326;04/03/2023 21:15;05/03/2023 01:08;; R$ 138,00 ; R$ 138,00 ; R$ -   ; R$ 13,80 ;36;LOCA;72601;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1564901;;12325;04/03/2023 23:58;05/03/2023 01:08;; R$ 55,00 ; R$ 55,00 ; R$ -   ; R$ 5,50 ;134;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1564801;;12324;04/03/2023 22:56;05/03/2023 01:08;; R$ 21,00 ; R$ 21,00 ; R$ -   ; R$ 2,10 ;93;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1564701;;12323;04/03/2023 21:41;05/03/2023 01:07;; R$ 210,00 ; R$ 210,00 ; R$ -   ; R$ 23,40 ;29;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1564601;;12322;04/03/2023 21:59;05/03/2023 01:06;; R$ 61,00 ; R$ 61,00 ; R$ -   ; R$ 6,10 ;196;LOCA;72601;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1564501;;12321;04/03/2023 21:24;05/03/2023 01:04;; R$ 197,00 ; R$ 197,00 ; R$ -   ; R$ 19,70 ;4;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1564401;;12320;04/03/2023 22:15;05/03/2023 01:02;; R$ 10,00 ; R$ 10,00 ; R$ -   ; R$ 1,00 ;144;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1564301;;12319;04/03/2023 20:36;05/03/2023 01:00;; R$ 284,00 ; R$ 284,00 ; R$ -   ; R$ 28,40 ;27;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1564201;;12318;04/03/2023 21:22;05/03/2023 01:00;; R$ 147,00 ; R$ 147,00 ; R$ -   ; R$ 14,70 ;34;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1564101;;12317;04/03/2023 23:07;05/03/2023 00:58;; R$ 44,00 ; R$ 44,00 ; R$ -   ; R$ 4,40 ;12;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1564001;;12316;04/03/2023 23:16;05/03/2023 00:58;; R$ 50,00 ; R$ 50,00 ; R$ -   ; R$ 5,00 ;124;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1563901;;12315;04/03/2023 21:27;05/03/2023 00:57;; R$ 206,00 ; R$ 206,00 ; R$ -   ; R$ 20,60 ;23;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1563801;;12314;04/03/2023 21:16;05/03/2023 00:56;; R$ 134,00 ; R$ 134,00 ; R$ -   ; R$ 13,40 ;20;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1563701;;12313;04/03/2023 21:16;05/03/2023 00:56;; R$ 84,00 ; R$ 84,00 ; R$ -   ; R$ 8,40 ;22;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1563601;;12312;04/03/2023 21:54;05/03/2023 00:55;; R$ 279,00 ; R$ 279,00 ; R$ -   ; R$ 27,90 ;2;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1563501;;12311;04/03/2023 22:10;05/03/2023 00:54;; R$ 52,00 ; R$ 52,00 ; R$ -   ; R$ -   ;120;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1563401;;12310;04/03/2023 20:56;05/03/2023 00:50;; R$ 113,00 ; R$ 113,00 ; R$ -   ; R$ 10,70 ;26;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1563301;;12309;04/03/2023 22:58;05/03/2023 00:50;; R$ 64,00 ; R$ 64,00 ; R$ -   ; R$ 6,40 ;61;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1563201;;12308;04/03/2023 22:31;05/03/2023 00:49;; R$ 196,00 ; R$ 196,00 ; R$ -   ; R$ 15,20 ;111;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1563101;;12307;04/03/2023 21:25;05/03/2023 00:48;; R$ 82,00 ; R$ 82,00 ; R$ -   ; R$ 8,20 ;31;LOCA;72601;EXTRA2;CAIXA;;;;;;;1;;;;;801;
1563001;;12306;04/03/2023 22:30;04/03/2023 23:41;; R$ 55,00 ; R$ 55,00 ; R$ -   ; R$ 5,50 ;65;LOCA;72601;ADILSON 2;CAIXA;;;;;;;1;;;;;3501;
1562901;;12305;04/03/2023 20:48;04/03/2023 23:41;; R$ 177,00 ; R$ 177,00 ; R$ -   ; R$ 17,70 ;15;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562801;;12304;04/03/2023 21:59;04/03/2023 23:40;; R$ 193,00 ; R$ 193,00 ; R$ -   ; R$ 19,30 ;9;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562701;;12303;04/03/2023 21:22;04/03/2023 23:40;; R$ 47,00 ; R$ 47,00 ; R$ -   ; R$ 3,50 ;63;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562601;;12302;04/03/2023 20:25;04/03/2023 23:39;; R$ 60,00 ; R$ 60,00 ; R$ -   ; R$ 6,00 ;7;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562501;;12301;04/03/2023 20:06;04/03/2023 23:39;; R$ 243,00 ; R$ 243,00 ; R$ -   ; R$ 15,50 ;6;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562401;;12300;04/03/2023 21:06;04/03/2023 23:38;; R$ 67,00 ; R$ 67,00 ; R$ -   ; R$ -   ;60;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1562301;;12299;04/03/2023 22:55;04/03/2023 23:37;; R$ 40,00 ; R$ 40,00 ; R$ -   ; R$ 4,00 ;3;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1562201;;12298;04/03/2023 22:47;04/03/2023 23:37;; R$ 16,00 ; R$ 16,00 ; R$ -   ; R$ 1,60 ;123;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1562101;;12297;04/03/2023 22:13;04/03/2023 23:36;; R$ 22,00 ; R$ 22,00 ; R$ -   ; R$ 1,10 ;141;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1562001;;12296;04/03/2023 20:55;04/03/2023 22:52;; R$ 111,00 ; R$ 111,00 ; R$ -   ; R$ 11,10 ;101;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1561901;;12295;04/03/2023 19:46;04/03/2023 22:26;; R$ 185,00 ; R$ 185,00 ; R$ -   ; R$ 18,50 ;61;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1561801;;12294;04/03/2023 20:37;04/03/2023 22:01;; R$ 48,00 ; R$ 48,00 ; R$ -   ; R$ 4,80 ;25;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1561701;;12293;04/03/2023 19:31;04/03/2023 21:56;; R$ 232,00 ; R$ 232,00 ; R$ -   ; R$ 32,20 ;5;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1561601;;12292;04/03/2023 17:28;04/03/2023 21:32;; R$ 260,00 ; R$ 260,00 ; R$ -   ; R$ 22,00 ;71;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1561501;;12291;04/03/2023 17:28;04/03/2023 21:31;; R$ 405,00 ; R$ 405,00 ; R$ -   ; R$ 32,50 ;16;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1561401;;12290;04/03/2023 17:04;04/03/2023 21:30;; R$ 310,00 ; R$ 310,00 ; R$ -   ; R$ 25,00 ;2;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1561301;;12289;04/03/2023 17:34;04/03/2023 21:29;; R$ 208,00 ; R$ 208,00 ; R$ -   ; R$ 16,80 ;81;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1561201;;12288;04/03/2023 18:10;04/03/2023 21:28;; R$ 298,00 ; R$ 298,00 ; R$ -   ; R$ 23,80 ;89;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1561101;;12287;04/03/2023 15:53;04/03/2023 21:27;; R$ 409,00 ; R$ 409,00 ; R$ -   ; R$ 14,90 ;1;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1561001;;12286;04/03/2023 21:08;04/03/2023 21:24;; R$ 24,00 ; R$ 24,00 ; R$ -   ; R$ 2,00 ;201;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1560901;;12285;04/03/2023 16:19;04/03/2023 21:20;; R$ 830,90 ; R$ 830,90 ; R$ -   ; R$ 74,10 ;3;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1560801;;12284;04/03/2023 19:33;04/03/2023 21:17;; R$ 188,00 ; R$ 188,00 ; R$ -   ; R$ 15,80 ;12;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1560701;;12283;04/03/2023 17:55;04/03/2023 21:06;; R$ 183,00 ; R$ 183,00 ; R$ -   ; R$ 14,30 ;53;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1560601;;12282;04/03/2023 17:04;04/03/2023 21:05;; R$ 775,00 ; R$ 775,00 ; R$ -   ; R$ 66,50 ;4;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1560501;;12281;04/03/2023 17:34;04/03/2023 20:27;; R$ 277,00 ; R$ 277,00 ; R$ -   ; R$ 23,70 ;200;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1560401;;12280;04/03/2023 17:17;04/03/2023 20:27;; R$ 138,00 ; R$ 138,00 ; R$ -   ; R$ 9,80 ;9;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1560301;;12279;04/03/2023 16:57;04/03/2023 20:26;; R$ 258,40 ; R$ 258,40 ; R$ -   ; R$ 22,00 ;8;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1560201;;12278;04/03/2023 17:39;04/03/2023 20:26;; R$ 80,00 ; R$ 80,00 ; R$ -   ; R$ 8,00 ;300;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1560101;;12277;04/03/2023 17:12;04/03/2023 20:25;; R$ 316,00 ; R$ 316,00 ; R$ -   ; R$ 31,00 ;62;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
1560001;;12276;04/03/2023 18:53;04/03/2023 20:23;; R$ 155,00 ; R$ 155,00 ; R$ -   ; R$ 11,00 ;120;LOCA;72601;MARCINHO;CAIXA;;;;;;;1;;;;;4001;
1559901;;12275;04/03/2023 16:12;04/03/2023 20:22;; R$ 918,00 ; R$ 918,00 ; R$ -   ; R$ 91,80 ;7;LOCA;72601;EMERSON;CAIXA;;;;;;;1;;;;;501;
1559801;;12274;04/03/2023 17:43;04/03/2023 20:22;; R$ 112,00 ; R$ 112,00 ; R$ -   ; R$ 7,20 ;90;LOCA;72601;DAVID;CAIXA;;;;;;;1;;;;;3801;
