Cod Venda;NFe;NFCe;Data Venda;Data Recebimento;Nome Cliente;Valor Venda;Valor Recebido;Vr. Desconto;Tx Serviço;Operação;Tipo Operação;Caixa;Vendedor;Operador;Data Cancelamento;Operador Cancelamento;Operador Desconto;Operador Desc Repique;NRC;Comandas;Série NFCE;Série NFE;Integração;Observação;CO_CLIENTE;Atendente;IC_REVENDA
;Código;Produto;Qtde;Vr. Total;Vr. Unitário;Observação;Hora Lançamento;Computador;Operação;Atendente;CO_VENDA;IC_ITEM_CANCELADO
1205501;;8732;31/10/2022 22:16:52;31/10/2022 23:12:07;;110;110;0;9,4;12;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;67;GUACAMOLE & NACHOS;1;39;39;;31/10/2022 22:16:52;SERVIDOR;12;ANA;1205501;F
;280;DRINK PITAIA GIN;1;29;29;;31/10/2022 22:17:58;SERVIDOR;12;ANA;1205501;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 22:17:58;SERVIDOR;12;ANA;1205501;F
;62;PAPAS LOCAS (BATATA);1;26;26;;31/10/2022 22:42:07;SERVIDOR;12;ANA;1205501;F
1205401;;8731;31/10/2022 21:13:32;31/10/2022 23:11:23;;102;102;0;8,6;37;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;84;BOLINHO ACOSTELADO;1;34;34;;31/10/2022 21:13:32;SERVIDOR;37;EMERSON;1205401;F
;11;RISOTINHO DE ALHO PORO;1;52;52;;31/10/2022 21:13:32;SERVIDOR;37;EMERSON;1205401;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 21:13:32;SERVIDOR;37;EMERSON;1205401;F
1205301;;8730;31/10/2022 20:05:36;31/10/2022 23:10:50;;112;112;0;9,6;43;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;1790;CAIPIROSCA FRUTA ;1;24;24;;31/10/2022 20:05:36;SERVIDOR;43;EMERSON;1205301;F
;18;LOCA BURGUER;1;38;38;;31/10/2022 20:27:25;SERVIDOR;43;EMERSON;1205301;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 21:21:07;SERVIDOR;43;EMERSON;1205301;F
;84;BOLINHO ACOSTELADO;1;34;34;;31/10/2022 21:21:07;SERVIDOR;43;EMERSON;1205301;F
1205201;;8729;31/10/2022 21:22:45;31/10/2022 22:48:38;;163;163;0;16,3;9;LOCA;61201;ADILSON;CAIXA;;;;;;;1;;;;;3101;
;107;APEROL SPRITZ;1;26;26;;31/10/2022 21:22:45;SERVIDOR;9;ADILSON;1205201;F
;94;SANGRIA HP;1;26;26;;31/10/2022 21:22:45;SERVIDOR;9;ADILSON;1205201;F
;440;FISH AND CHIPS;1;46;46;;31/10/2022 21:24:31;SERVIDOR;9;ADILSON;1205201;F
;88;ARROZ COSTELA ;1;39;39;;31/10/2022 21:50:04;SERVIDOR;9;ANA;1205201;F
;107;APEROL SPRITZ;1;26;26;;31/10/2022 21:50:11;SERVIDOR;9;ANA;1205201;F
1205101;;8728;31/10/2022 19:54:07;31/10/2022 22:47:25;;251;251;0;20,3;3;LOCA;61201;MARCIO;CAIXA;;;;;;;1;;;;;1;
;405;CRISPY CHICKEN BURGUER;1;36;36;;31/10/2022 19:44:50;SERVIDOR;3;ANA;1205101;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 19:54:07;SERVIDOR;3;ANA;1205101;F
;2;RISOTINHO DE CAMARÃO;1;56;56;;31/10/2022 20:34:10;SERVIDOR;3;ANA;1205101;F
;11;RISOTINHO DE ALHO PORO;1;52;52;;31/10/2022 20:34:10;SERVIDOR;3;ANA;1205101;F
;91;CHORIPAN LOCA SUMMER;1;27;27;;31/10/2022 20:34:21;SERVIDOR;3;ANA;1205101;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 20:34:42;SERVIDOR;3;ANA;1205101;F
;525;SODA ITALIANA ;1;16;16;;31/10/2022 20:37:42;SERVIDOR;3;ANA;1205101;F
;451;BEE'S KNESS;1;32;32;;31/10/2022 20:54:19;SERVIDOR;3;EMERSON;1205101;F
1205001;;8727;31/10/2022 19:59:18;31/10/2022 22:47:02;;82;82;0;8,2;46;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;459;BALDE SOL ;1;40;40;;31/10/2022 19:59:18;SERVIDOR;46;EMERSON;1205001;F
;458;CHORIPAN HP;1;21;21;;31/10/2022 19:59:18;SERVIDOR;46;EMERSON;1205001;F
;458;CHORIPAN HP;1;21;21;;31/10/2022 19:59:18;SERVIDOR;46;EMERSON;1205001;F
1204901;;8726;31/10/2022 22:10:10;31/10/2022 22:14:09;;12;12;0;1,2;101;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 22:10:10;SERVIDOR;101;ANA;1204901;F
1204801;;8725;31/10/2022 20:21:23;31/10/2022 22:13:32;;130;130;0;13;2;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:21:23;SERVIDOR;2;EMERSON;1204801;F
;84;BOLINHO ACOSTELADO;1;34;34;;31/10/2022 21:15:36;SERVIDOR;2;EMERSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 22:02:44;SERVIDOR;2;ADILSON;1204801;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 22:02:44;SERVIDOR;2;ADILSON;1204801;F
1204701;;8724;31/10/2022 20:59:16;31/10/2022 21:55:58;;136;136;0;14;6;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;107;APEROL SPRITZ;1;26;26;;31/10/2022 20:59:16;SERVIDOR;6;ANA;1204701;F
;94;SANGRIA HP;1;26;26;;31/10/2022 21:12:49;SERVIDOR;6;ANA;1204701;F
;449;CAIPIRINHA TANGERINA PIME;1;22;22;;31/10/2022 21:30:44;SERVIDOR;6;ANA;1204701;F
;107;APEROL SPRITZ;1;26;26;;31/10/2022 21:30:44;SERVIDOR;6;ANA;1204701;F
;408;PRAYA PURO MALTE 600  ML;1;18;18;;31/10/2022 21:50:07;SERVIDOR;6;ADILSON;1204701;F
;408;PRAYA PURO MALTE 600  ML;1;18;18;;31/10/2022 21:50:07;SERVIDOR;6;ADILSON;1204701;F
1204601;;8723;31/10/2022 18:54:41;31/10/2022 21:30:11;;241;241;0;24,1;1;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;172;NEGRONI;1;32;32;;31/10/2022 18:54:41;SERVIDOR;1;ANA;1204601;F
;206;GIN TONIC TRADICIONAL;1;29;29;;31/10/2022 18:54:41;SERVIDOR;1;ANA;1204601;F
;81;CEVICHE CLASSICO;1;42;42;;31/10/2022 18:56:03;SERVIDOR;1;ANA;1204601;F
;84;BOLINHO ACOSTELADO;1;34;34;;31/10/2022 18:56:03;SERVIDOR;1;ANA;1204601;F
;172;NEGRONI;1;32;32;;31/10/2022 19:35:51;SERVIDOR;1;ANA;1204601;F
;458;CHORIPAN HP;1;21;21;;31/10/2022 19:40:02;SERVIDOR;1;ANA;1204601;F
;77;MOJITO;1;23;23;;31/10/2022 19:56:19;SERVIDOR;1;EMERSON;1204601;F
;445; DRY MARTINI ;1;28;28;;31/10/2022 20:36:20;SERVIDOR;1;ANA;1204601;F
1204501;;8722;31/10/2022 19:02:29;31/10/2022 21:29:03;;336;336;0;33,6;16;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;18;LOCA BURGUER;1;38;38;;31/10/2022 19:03:32;SERVIDOR;16;EMERSON;1204501;F
;91;CHORIPAN LOCA SUMMER;1;27;27;;31/10/2022 19:03:32;SERVIDOR;16;EMERSON;1204501;F
;107;APEROL SPRITZ;1;26;26;;31/10/2022 19:03:32;SERVIDOR;16;EMERSON;1204501;F
;188;PASTEIS QUEIJO REINO;1;22;22;;31/10/2022 19:03:32;SERVIDOR;16;EMERSON;1204501;F
;449;CAIPIRINHA TANGERINA PIME;1;22;22;;31/10/2022 19:04:16;SERVIDOR;16;EMERSON;1204501;F
;436;BRUSCHETA;1;28;28;;31/10/2022 19:04:49;SERVIDOR;16;ANA;1204501;F
;63;OMELETE C SALADA;1;32;32;;31/10/2022 19:04:49;SERVIDOR;16;ANA;1204501;F
;2;RISOTINHO DE CAMARÃO;1;56;56;;31/10/2022 19:04:49;SERVIDOR;16;ANA;1204501;F
;10;COPO SUCO;1;12;12;;31/10/2022 19:05:41;SERVIDOR;16;ANA;1204501;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 19:24:33;SERVIDOR;16;ANA;1204501;F
;456;CAIPIRINHA ESPECIAL;1;21;21;;31/10/2022 19:24:50;SERVIDOR;16;EMERSON;1204501;F
;147;ARANCCINI CARANGUEJO;1;36;36;;31/10/2022 19:49:57;SERVIDOR;16;ANA;1204501;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 20:00:21;SERVIDOR;16;ANA;1204501;F
1204401;;8721;31/10/2022 19:11:05;31/10/2022 21:02:15;;87;87;0;8,7;7;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;461;PIRULITO BARRIGA HP;1;12;12;;31/10/2022 19:11:05;SERVIDOR;7;EMERSON;1204401;F
;462;PIRULITO FRANGO HP;1;12;12;;31/10/2022 19:11:05;SERVIDOR;7;EMERSON;1204401;F
;463;PIRULITO CAMARÃO HP;1;15;15;;31/10/2022 19:11:05;SERVIDOR;7;EMERSON;1204401;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:11:05;SERVIDOR;7;EMERSON;1204401;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:11:05;SERVIDOR;7;EMERSON;1204401;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:42:58;SERVIDOR;7;EMERSON;1204401;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:42:58;SERVIDOR;7;EMERSON;1204401;F
1204301;;8720;31/10/2022 19:20:29;31/10/2022 20:56:19;;139;139;0;13,9;10;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;73;LINGUIÇA NA CACHAÇA;1;34;34;;31/10/2022 19:20:29;SERVIDOR;10;ANA;1204301;F
;454;BAER MATE;1;10;10;;31/10/2022 19:22:07;SERVIDOR;10;ANA;1204301;F
;455;TÁBUA PORCO LOCO;1;88;88;;31/10/2022 19:47:31;SERVIDOR;10;ANA;1204301;F
;111;AGUA SEM GAS;1;7;7;;31/10/2022 20:32:42;SERVIDOR;10;ANA;1204301;F
1204201;;8719;31/10/2022 19:15:30;31/10/2022 20:55:33;;146;146;0;14,6;12;LOCA;61201;ANA;CAIXA;;;;;;;1;;;;;2401;
;271;PASTEIS CARNE;1;22;22;;31/10/2022 19:15:30;SERVIDOR;12;ANA;1204201;F
;188;PASTEIS QUEIJO REINO;1;22;22;;31/10/2022 19:15:30;SERVIDOR;12;ANA;1204201;F
;18;LOCA BURGUER;1;38;38;;31/10/2022 19:17:05;SERVIDOR;12;ANA;1204201;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 19:17:30;SERVIDOR;12;ANA;1204201;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 19:17:30;SERVIDOR;12;ANA;1204201;F
;404;CHURROS DOCE DE LEITE;1;23;23;;31/10/2022 19:46:23;SERVIDOR;12;ANA;1204201;F
;526;AGUA COM GÁS ;1;7;7;;31/10/2022 20:00:39;SERVIDOR;12;ANA;1204201;F
;76;SHOT LIMAO;1;2;2;;31/10/2022 20:00:39;SERVIDOR;12;ANA;1204201;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 20:47:11;SERVIDOR;12;ANA;1204201;F
;281;COCA COLA KS 290ML;1;8;8;;31/10/2022 20:48:19;SERVIDOR;12;ANA;1204201;F
1204101;;8718;31/10/2022 17:38:21;31/10/2022 20:55:01;;186;186;0;18,6;6;LOCA;61201;EMERSON;CAIXA;;;;;;;1;;;;;501;
;461;PIRULITO BARRIGA HP;1;12;12;;31/10/2022 17:38:21;SERVIDOR;6;EMERSON;1204101;F
;459;BALDE SOL ;1;40;40;;31/10/2022 17:38:21;SERVIDOR;6;EMERSON;1204101;F
;442;TABUA MIELO;1;62;62;;31/10/2022 18:58:20;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:22:51;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:22:51;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 19:22:51;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:12:40;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:12:40;SERVIDOR;6;EMERSON;1204101;F
;420;HEINEKEN LONG NECK;1;12;12;;31/10/2022 20:12:40;SERVIDOR;6;EMERSON;1204101;F
1204001;;8717;31/10/2022 19:05:19;31/10/2022 20:03:24;;96;96;0;9,6;2;LOCA;61201;ADILSON;CAIXA;;;;;;;1;;;;;3101;
;463;PIRULITO CAMARÃO HP;1;15;15;;31/10/2022 19:05:19;SERVIDOR;2;ADILSON;1204001;F
;526;AGUA COM GÁS ;1;7;7;;31/10/2022 19:05:19;SERVIDOR;2;ADILSON;1204001;F
;107;APEROL SPRITZ;1;26;26;;31/10/2022 19:05:19;SERVIDOR;2;ADILSON;1204001;F
;62;PAPAS LOCAS (BATATA);1;26;26;;31/10/2022 19:05:19;SERVIDOR;2;ADILSON;1204001;F
;76;SHOT LIMAO;1;2;2;;31/10/2022 19:05:52;SERVIDOR;2;ADILSON;1204001;F
;460;HALUMI DE COALHO HP;1;20;20;;31/10/2022 19:10:56;SERVIDOR;2;ADILSON;1204001;F
1203901;;8716;29/10/2022 19:22:03;30/10/2022 01:30:23;;742,01;742,01;0;69,6;24;LOCA;61001;EMERSON;CAIXA;;;;;;;1;;;;;501;
;231;CANECA CHOPP LAGER;1;12;12;;29/10/2022 19:22:03;SERVIDOR;24;EMERSON;1203901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/10/2022 19:42:57;SERVIDOR;24;EMERSON;1203901;F
;111;AGUA SEM GAS;1;7;7;;29/10/2022 20:02:20;SERVIDOR;24;ANA;1203901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/10/2022 20:15:21;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 20:28:49;SERVIDOR;24;EMERSON;1203901;F
;74;CAIPIRINHA;1;16;16;;29/10/2022 20:31:01;SERVIDOR;24;EMERSON;1203901;F
;110;LOCA PINK;1;28;28;;29/10/2022 20:31:01;SERVIDOR;24;EMERSON;1203901;F
;74;CAIPIRINHA;1;16;16;;29/10/2022 20:31:01;SERVIDOR;24;EMERSON;1203901;F
;74;CAIPIRINHA;1;16;16;;29/10/2022 20:31:01;SERVIDOR;24;EMERSON;1203901;F
;110;LOCA PINK;1;28;28;;29/10/2022 20:31:01;SERVIDOR;24;EMERSON;1203901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/10/2022 20:45:08;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 20:45:08;SERVIDOR;24;EMERSON;1203901;F
;110;LOCA PINK;1;28;28;;29/10/2022 20:47:54;SERVIDOR;24;ANA;1203901;F
;525;SODA ITALIANA ;1;16;16;;29/10/2022 20:55:15;SERVIDOR;24;EMERSON;1203901;F
;526;AGUA COM GÁS ;1;7;7;;29/10/2022 20:56:40;SERVIDOR;24;EMERSON;1203901;F
;76;SHOT LIMAO;1;2;2;;29/10/2022 20:56:40;SERVIDOR;24;EMERSON;1203901;F
;441;HALUMI DE COALHO FARROFA ;1;28;28;;29/10/2022 21:11:25;SERVIDOR;24;EMERSON;1203901;F
;18;LOCA BURGUER;1;38;38;;29/10/2022 21:12:15;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 21:12:49;SERVIDOR;24;EMERSON;1203901;F
;81;CEVICHE CLASSICO;1;42;42;;29/10/2022 21:14:17;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 21:23:30;SERVIDOR;24;EMERSON;1203901;F
;280;DRINK PITAIA GIN;1;29;29;;29/10/2022 21:28:32;SERVIDOR;24;EMERSON;1203901;F
;18;LOCA BURGUER;1;38;38;;29/10/2022 21:33:17;SERVIDOR;24;EMERSON;1203901;F
;441;HALUMI DE COALHO FARROFA ;1;28;28;;29/10/2022 21:37:49;SERVIDOR;24;EMERSON;1203901;F
;84;BOLINHO ACOSTELADO;1;34;34;;29/10/2022 21:47:07;SERVIDOR;24;EMERSON;1203901;F
;87;FAVA COM CAMARÃO;1;28;28;;29/10/2022 21:58:12;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 22:03:34;SERVIDOR;24;EMERSON;1203901;F
;111;AGUA SEM GAS;1;7;7;;29/10/2022 22:12:56;SERVIDOR;24;EMERSON;1203901;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 22:36:24;SERVIDOR;24;EMERSON;1203901;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 22:36:24;SERVIDOR;24;EMERSON;1203901;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 22:36:24;SERVIDOR;24;EMERSON;1203901;F
;232;JARRA CHOPP;1;38;38;;29/10/2022 22:59:17;SERVIDOR;24;EMERSON;1203901;F
;222;CORTESIA ANIVERS. /DRINK;1;0,01;0,01;;29/10/2022 22:59:37;SERVIDOR;24;EMERSON;1203901;F
1203801;;8715;30/10/2022 00:17:02;30/10/2022 01:22:22;;31;31;0;2,4;20;LOCA;61001;EMERSON;CAIXA;;;;;;;1;;;;;501;
;526;AGUA COM GÁS ;1;7;7;;30/10/2022 00:17:03;SERVIDOR;20;EMERSON;1203801;F
;231;CANECA CHOPP LAGER;1;12;12;;30/10/2022 00:17:03;SERVIDOR;20;EMERSON;1203801;F
;231;CANECA CHOPP LAGER;1;12;12;;30/10/2022 00:22:42;SERVIDOR;20;EMERSON;1203801;F
1203601;;8713;30/10/2022 00:04:14;30/10/2022 01:15:12;;7;7;0;0,7;100;LOCA;61001;ADILSON;CAIXA;;;;;;;1;;;;;3101;
;111;AGUA SEM GAS;1;7;7;;30/10/2022 00:04:14;SERVIDOR;100;ADILSON;1203601;F
1203501;;8712;29/10/2022 16:11:26;30/10/2022 00:43:15;;1308,01;1308,01;0;120,09;2;LOCA;61001;EMERSON;CAIXA;;;;;;;1;;;;;501;
;111;AGUA SEM GAS;1;7;7;;29/10/2022 16:17:04;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:20:00;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:20:00;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:20:00;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:20:00;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:20:00;SERVIDOR;2;EMERSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:49:34;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:49:34;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 16:49:34;SERVIDOR;2;EXTRA2;1203501;F
;427;TROPICAL GIN;1;28;28;;29/10/2022 17:15:52;SERVIDOR;2;ADILSON;1203501;F
;461;PIRULITO BARRIGA HP;1;12;12;;29/10/2022 17:25:07;SERVIDOR;2;EXTRA2;1203501;F
;462;PIRULITO FRANGO HP;1;12;12;;29/10/2022 17:43:38;SERVIDOR;2;EXTRA2;1203501;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 17:45:39;SERVIDOR;2;EXTRA2;1203501;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 17:45:39;SERVIDOR;2;EXTRA2;1203501;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 17:45:39;SERVIDOR;2;EXTRA2;1203501;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 17:45:39;SERVIDOR;2;EXTRA2;1203501;F
;86;COUVERT LOCA;1;10;10;;29/10/2022 17:45:39;SERVIDOR;2;EXTRA2;1203501;F
;461;PIRULITO BARRIGA HP;1;12;12;;29/10/2022 17:59:12;SERVIDOR;2;EXTRA2;1203501;F
;206;GIN TONIC TRADICIONAL;1;29;29;;29/10/2022 18:14:06;SERVIDOR;2;ANA;1203501;F
;111;AGUA SEM GAS;1;7;7;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:27:29;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:43:14;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:43:14;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:43:14;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:43:14;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 18:43:14;SERVIDOR;2;EXTRA2;1203501;F
;461;PIRULITO BARRIGA HP;1;12;12;;29/10/2022 18:49:52;SERVIDOR;2;EXTRA2;1203501;F
;461;PIRULITO BARRIGA HP;1;12;12;;29/10/2022 18:49:52;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:13:13;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:13:13;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:13:13;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:13:13;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:13:13;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:15:11;SERVIDOR;2;ADILSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:15:11;SERVIDOR;2;ADILSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:15:11;SERVIDOR;2;ADILSON;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:15:11;SERVIDOR;2;ADILSON;1203501;F
;427;TROPICAL GIN;1;28;28;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;462;PIRULITO FRANGO HP;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
;420;HEINEKEN LONG NECK;1;12;12;;29/10/2022 19:16:09;SERVIDOR;2;EXTRA2;1203501;F
