Cod Venda;NFe;NFCe;Data Venda;Data Recebimento;Nome Cliente;Valor Venda;Valor Recebido;Vr. Desconto;Tx Serviço;Operação;Tipo Operação;Caixa;Vendedor;Operador;Data Cancelamento;Operador Cancelamento;Operador Desconto;Operador Desc Repique;NRC;Comandas;Série NFCE;Série NFE;Integração;Observação;CO_CLIENTE;Atendente;IC_REVENDA
;Código;Produto;Qtde;Vr. Total;Vr. Unitário;Observação;Hora Lançamento;Computador;Operação;Atendente;CO_VENDA;IC_ITEM_CANCELADO
1049101;;7169;30/08/2022 21:58:56;31/08/2022 11:04:18;;114,8;114,8;0;0,2;8;LOCA;53601;CASSIA;CAIXA;;;;;;;1;;;;;601;
;97;JARRA SANGRIA LOCA SUMMER;1;55;55;;30/08/2022 21:58:56;SERVIDOR;8;CASSIA;1049101;F
;440;FISH AND CHIPS;1;46;46;;30/08/2022 22:03:48;SERVIDOR;8;CASSIA;1049101;F
;66;ITEM EXTRA;1;6,9;6,9;;30/08/2022 23:14:13;SERVIDOR;8;ANA;1049101;F
;66;ITEM EXTRA;1;6,9;6,9;;30/08/2022 22:22:41;SERVIDOR;8;CASSIA;1049101;F
1049001;;7168;30/08/2022 22:19:14;31/08/2022 11:03:52;;80;80;0;8;10;LOCA;53601;EMERSON;CAIXA;;;;;;;1;;;;;501;
;241;JARRA IPA;1;40;40;;30/08/2022 22:19:14;SERVIDOR;10;EMERSON;1049001;F
;241;JARRA IPA;1;40;40;;30/08/2022 22:47:07;SERVIDOR;10;EMERSON;1049001;F
1048901;;7167;30/08/2022 19:28:05;31/08/2022 11:03:37;;112;112;0;11,2;53;LOCA;53601;GABRIEL;CAIXA;;;;;;;1;;;;;2201;
;53;TABUA MEXICANA ;1;64;64;;30/08/2022 19:28:05;SERVIDOR;53;GABRIEL;1048901;F
;50;RED BULL;1;18;18;;30/08/2022 21:23:40;SERVIDOR;53;CASSIA;1048901;F
;404;CHURROS DOCE DE LEITE;1;22;22;;30/08/2022 22:35:57;SERVIDOR;53;GABRIEL;1048901;F
;337;GUARANA LT NORMAL;1;8;8;;30/08/2022 22:47:08;SERVIDOR;53;GABRIEL;1048901;F
1048801;;7166;30/08/2022 20:51:22;31/08/2022 11:03:03;;541;541;0;54,1;35;LOCA;53601;EMERSON;CAIXA;;;;;;;1;;;;;501;
;418;MAR SALGADO ROSE 2019;1;99;99;;30/08/2022 20:51:22;SERVIDOR;35;EMERSON;1048801;F
;107;APEROL SPRITZ;1;26;26;;30/08/2022 20:51:57;SERVIDOR;35;GABRIEL;1048801;F
;53;TABUA MEXICANA ;1;64;64;;30/08/2022 20:57:20;SERVIDOR;35;EMERSON;1048801;F
;111;AGUA SEM GAS;1;6,5;6,5;;30/08/2022 21:01:16;SERVIDOR;35;EMERSON;1048801;F
;81;CEVICHE CLASSICO;1;42;42;;30/08/2022 21:12:21;SERVIDOR;35;EMERSON;1048801;F
;84;BOLINHO ACOSTELADO;1;34;34;;30/08/2022 21:12:21;SERVIDOR;35;EMERSON;1048801;F
;18;LOCA BURGUER;1;38;38;;30/08/2022 21:12:21;SERVIDOR;35;EMERSON;1048801;F
;417;MAR SALGADO BRANCO 2019;1;89;89;;30/08/2022 21:35:31;SERVIDOR;35;EMERSON;1048801;F
;111;AGUA SEM GAS;1;6,5;6,5;;30/08/2022 21:43:31;SERVIDOR;35;EMERSON;1048801;F
;110;LOCA PINK;1;28;28;;30/08/2022 22:16:11;SERVIDOR;35;ANA;1048801;F
;442;TABUA MIELO;1;68;68;;30/08/2022 22:16:30;SERVIDOR;35;ANA;1048801;F
;1790;CAIPIROSCA FRUTA ;1;24;24;;30/08/2022 22:45:08;SERVIDOR;35;GABRIEL;1048801;F
;109;SODA ITALIANA EV;1;16;16;;30/08/2022 22:47:58;SERVIDOR;35;ANA;1048801;F
1048701;;7165;30/08/2022 19:50:49;31/08/2022 11:02:18;;251;251;0;25,1;9;LOCA;53601;ANA;CAIXA;;;;;;;1;;;;;2401;
;110;LOCA PINK;1;28;28;;30/08/2022 19:50:49;SERVIDOR;9;ANA;1048701;F
;422;PORÇÃO FOCACCIA;1;19;19;;30/08/2022 19:50:49;SERVIDOR;9;ANA;1048701;F
;80;DRINK ELEGANT LOCA;1;32;32;;30/08/2022 19:50:49;SERVIDOR;9;ANA;1048701;F
;147;ARANCCINI CARANGUEJO;1;36;36;;30/08/2022 19:51:04;SERVIDOR;9;ANA;1048701;F
;1790;CAIPIROSCA FRUTA ;1;24;24;;30/08/2022 21:03:19;SERVIDOR;9;ANA;1048701;F
;1790;CAIPIROSCA FRUTA ;1;24;24;;30/08/2022 21:03:19;SERVIDOR;9;ANA;1048701;F
;427;TROPICAL GIN;1;28;28;;30/08/2022 21:48:11;SERVIDOR;9;ANA;1048701;F
;265;LOCA FRESH GIN;1;28;28;;30/08/2022 21:48:11;SERVIDOR;9;ANA;1048701;F
;80;DRINK ELEGANT LOCA;1;32;32;;30/08/2022 22:53:16;SERVIDOR;9;ANA;1048701;F
1048601;;7164;30/08/2022 20:48:27;31/08/2022 11:01:16;;54;54;0;5,4;43;LOCA;53601;GABRIEL;CAIXA;;;;;;;1;;;;;2201;
;18;LOCA BURGUER;1;38;38;;30/08/2022 20:48:27;SERVIDOR;43;GABRIEL;1048601;F
;109;SODA ITALIANA EV;1;16;16;;30/08/2022 21:03:18;SERVIDOR;43;GABRIEL;1048601;F
1048501;;7163;30/08/2022 21:40:37;31/08/2022 11:01:00;;40;40;0;4;54;LOCA;53601;ANA;CAIXA;;;;;;;1;;;;;2401;
;241;JARRA IPA;1;40;40;;30/08/2022 21:40:37;SERVIDOR;54;ANA;1048501;F
1048401;;7162;30/08/2022 22:56:28;31/08/2022 11:00:44;;40;40;0;4;4;LOCA;53601;ANA;CAIXA;;;;;;;1;;;;;2401;
;241;JARRA IPA;1;40;40;;30/08/2022 22:56:28;SERVIDOR;4;ANA;1048401;F
1048301;;7161;30/08/2022 23:02:33;31/08/2022 11:00:26;;40;40;0;4;56;LOCA;53601;CASSIA;CAIXA;;;;;;;1;;;;;601;
;241;JARRA IPA;1;40;40;;30/08/2022 23:02:42;SERVIDOR;56;CASSIA;1048301;F
1048201;;7160;30/08/2022 20:41:40;30/08/2022 20:43:23;PRISCILLA;114;114;0;0;60;LOCA;53601;MARCIO;CAIXA;;;;;;;1;;;;17001;1;
;53;TABUA MEXICANA ;1;64;64;;30/08/2022 20:42:19;SERVIDOR;60;MARCIO;1048201;F
;18;LOCA BURGUER;1;38;38;;30/08/2022 20:42:19;SERVIDOR;60;MARCIO;1048201;F
;10;COPO SUCO;1;12;12;;30/08/2022 20:42:19;SERVIDOR;60;MARCIO;1048201;F
1048101;;7159;30/08/2022 13:16:09;30/08/2022 14:21:24;;166,9;166,9;0;16,69;1;LOCA;53601;MARCIO;CAIXA;;;;;;;1;;;;;1;
;421;BURRATA COM JAMON E VERDE;1;65;65;;30/08/2022 13:16:27;TERMINAL;1;MARCIO;1048101;F
;2;RISOTINHO DE CAMARÃO;1;56;56;;30/08/2022 13:16:44;TERMINAL;1;MARCIO;1048101;F
;98;COCA COLA LT ZERO;1;8;8;;30/08/2022 13:16:58;TERMINAL;1;MARCIO;1048101;F
;109;SODA ITALIANA EV;1;16;16;;30/08/2022 13:17:10;TERMINAL;1;MARCIO;1048101;F
;117;CAFÉ;1;5,9;5,9;;30/08/2022 13:25:34;TERMINAL;1;MARCIO;1048101;F
;23;BROWNIE DE CHOCOLATE;1;16;16;;30/08/2022 13:26:06;TERMINAL;1;MARCIO;1048101;F
1048001;;7158;30/08/2022 13:17:22;30/08/2022 13:44:16;;26;26;0;2,6;2;LOCA;53601;MARCIO;CAIXA;;;;;;;1;;;;;1;
;98;COCA COLA LT ZERO;1;8;8;;30/08/2022 13:17:27;TERMINAL;2;MARCIO;1048001;F
;50;RED BULL;1;18;18;;30/08/2022 13:41:42;SERVIDOR;2;MARCIO;1048001;F
1047901;;7157;29/08/2022 19:14:07;30/08/2022 11:51:21;;80;80;0;8;64;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;109;SODA ITALIANA EV;1;16;16;;29/08/2022 19:14:07;SERVIDOR;64;ANA;1047901;F
;53;TABUA MEXICANA ;1;64;64;;29/08/2022 19:25:13;SERVIDOR;64;ANA;1047901;F
1047801;;7156;29/08/2022 20:28:42;30/08/2022 11:44:08;;101;101;0;10,1;11;LOCA;53501;GABRIEL;CAIXA;;;;;;;1;;;;;2201;
;97;JARRA SANGRIA LOCA SUMMER;1;55;55;;29/08/2022 20:28:42;SERVIDOR;11;GABRIEL;1047801;F
;440;FISH AND CHIPS;1;46;46;;29/08/2022 20:32:07;SERVIDOR;11;GABRIEL;1047801;F
1047701;;7155;29/08/2022 19:14:19;30/08/2022 11:39:28;;187,5;187,5;0;18,75;52;LOCA;53501;MARCIO;CAIXA;;;;;;;1;;;;;1;
;109;SODA ITALIANA EV;1;16;16;;29/08/2022 18:50:31;SERVIDOR;52;ANA;1047701;F
;81;CEVICHE CLASSICO;1;42;42;;29/08/2022 19:14:19;SERVIDOR;52;ANA;1047701;F
;337;GUARANA LT NORMAL;1;8;8;;29/08/2022 20:02:11;SERVIDOR;52;ANA;1047701;F
;84;BOLINHO ACOSTELADO;1;34;34;;29/08/2022 20:05:29;SERVIDOR;52;ANA;1047701;F
;85;CHICKEN FINGERS ;1;28;28;;29/08/2022 20:11:36;SERVIDOR;52;ANA;1047701;F
;62;PAPAS LOCAS (BATATA);1;26;26;;29/08/2022 20:12:11;SERVIDOR;52;ANA;1047701;F
;289;MOLHO EXTRA VERMELHO;1;1,5;1,5;;29/08/2022 20:26:51;SERVIDOR;52;ANA;1047701;F
;109;SODA ITALIANA EV;1;16;16;;29/08/2022 20:42:58;SERVIDOR;52;ANA;1047701;F
;23;BROWNIE DE CHOCOLATE;1;16;16;;29/08/2022 21:50:13;SERVIDOR;52;ANA;1047701;F
1047601;;7154;29/08/2022 19:34:48;30/08/2022 11:38:47;;162,5;162,5;0;17,5;62;LOCA;53501;MARCIO;CAIXA;;;;;;;1;;;;;1;
;97;JARRA SANGRIA LOCA SUMMER;1;55;55;;29/08/2022 19:34:48;SERVIDOR;62;ANA;1047601;F
;147;ARANCCINI CARANGUEJO;1;36;36;;29/08/2022 19:38:39;SERVIDOR;62;ANA;1047601;F
;111;AGUA SEM GAS;1;6,5;6,5;;29/08/2022 20:18:22;SERVIDOR;62;ANA;1047601;F
;421;BURRATA COM JAMON E VERDE;1;65;65;;29/08/2022 21:01:55;SERVIDOR;62;ANA;1047601;F
1047501;;7153;29/08/2022 20:17:57;30/08/2022 11:36:47;;54;54;0;5,4;59;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;440;FISH AND CHIPS;1;46;46;;29/08/2022 20:17:57;SERVIDOR;59;ANA;1047501;F
;337;GUARANA LT NORMAL;1;8;8;;29/08/2022 20:17:57;SERVIDOR;59;ANA;1047501;F
1047401;;7152;29/08/2022 20:21:58;30/08/2022 11:36:22;;14,5;14,5;0;1,45;53;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;99;AGUA COM GÁS EV;1;6,5;6,5;;29/08/2022 20:21:58;SERVIDOR;53;ANA;1047401;F
;337;GUARANA LT NORMAL;1;8;8;;29/08/2022 21:33:28;SERVIDOR;53;ANA;1047401;F
1047301;;7151;29/08/2022 20:23:41;30/08/2022 11:33:27;;221,5;221,5;0;22,15;10;LOCA;53501;GABRIEL;CAIXA;;;;;;;1;;;;;2201;
;84;BOLINHO ACOSTELADO;1;34;34;;29/08/2022 20:23:41;SERVIDOR;10;GABRIEL;1047301;F
;99;AGUA COM GÁS EV;1;6,5;6,5;;29/08/2022 20:23:41;SERVIDOR;10;GABRIEL;1047301;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 20:23:41;SERVIDOR;10;GABRIEL;1047301;F
;239;CANECA CHOPP IPA;1;15;15;;29/08/2022 20:39:02;SERVIDOR;10;GABRIEL;1047301;F
;239;CANECA CHOPP IPA;1;15;15;;29/08/2022 21:03:42;SERVIDOR;10;GABRIEL;1047301;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 21:03:42;SERVIDOR;10;GABRIEL;1047301;F
;2;RISOTINHO DE CAMARÃO;1;56;56;;29/08/2022 21:06:24;SERVIDOR;10;GABRIEL;1047301;F
;239;CANECA CHOPP IPA;1;15;15;;29/08/2022 21:31:47;SERVIDOR;10;GABRIEL;1047301;F
;206;GIN TONIC TRADICIONAL;1;29;29;;29/08/2022 21:45:28;SERVIDOR;10;GABRIEL;1047301;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 21:45:28;SERVIDOR;10;GABRIEL;1047301;F
;239;CANECA CHOPP IPA;1;15;15;;29/08/2022 22:12:00;SERVIDOR;10;GABRIEL;1047301;F
1047201;;7150;29/08/2022 19:39:36;30/08/2022 11:32:53;;100;100;0;10;51;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;109;SODA ITALIANA EV;1;16;16;;29/08/2022 19:39:36;SERVIDOR;51;ANA;1047201;F
;437;BRIE AO FORNO COM GELÉIA;1;68;68;;29/08/2022 20:00:17;SERVIDOR;51;ANA;1047201;F
;109;SODA ITALIANA EV;1;16;16;;29/08/2022 21:02:45;SERVIDOR;51;ANA;1047201;F
1047101;;7149;29/08/2022 19:04:38;29/08/2022 19:50:54;;127;127;0;12,7;6;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;239;CANECA CHOPP IPA;1;15;15;;29/08/2022 19:04:38;SERVIDOR;6;ANA;1047101;F
;94;SANGRIA HP;1;24;24;;29/08/2022 19:04:38;SERVIDOR;6;ANA;1047101;F
;81;CEVICHE CLASSICO;1;42;42;;29/08/2022 19:04:38;SERVIDOR;6;ANA;1047101;F
;440;FISH AND CHIPS;1;46;46;;29/08/2022 19:04:56;SERVIDOR;6;ANA;1047101;F
1047001;;7148;29/08/2022 17:59:29;29/08/2022 19:11:49;;84,9;84,9;0;8,49;5;LOCA;53501;ANA;CAIXA;;;;;;;1;;;;;2401;
;172;NEGRONI;1;32;32;;29/08/2022 17:59:29;SERVIDOR;5;ANA;1047001;F
;336;COCA COLA LT NORMAL;1;8;8;;29/08/2022 17:59:29;SERVIDOR;5;ANA;1047001;F
;18;LOCA BURGUER;1;38;38;;29/08/2022 17:59:29;SERVIDOR;5;ANA;1047001;F
;66;ITEM EXTRA;1;6,9;6,9;;29/08/2022 18:23:59;SERVIDOR;5;ANA;1047001;F
1046901;;7147;29/08/2022 18:08:35;29/08/2022 19:11:01;;128;128;0;12,8;2;LOCA;53501;CASSIA;CAIXA;;;;;;;1;;;;;601;
;440;FISH AND CHIPS;1;46;46;;29/08/2022 18:08:35;SERVIDOR;2;CASSIA;1046901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 18:08:35;SERVIDOR;2;CASSIA;1046901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 18:08:35;SERVIDOR;2;CASSIA;1046901;F
;73;LINGUIÇA NA CACHAÇA;1;34;34;;29/08/2022 18:33:11;SERVIDOR;2;CASSIA;1046901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 18:37:40;SERVIDOR;2;CASSIA;1046901;F
;231;CANECA CHOPP LAGER;1;12;12;;29/08/2022 18:37:40;SERVIDOR;2;CASSIA;1046901;F
1046801;;7146;27/08/2022 20:28:27;28/08/2022 00:56:01;;180;180;0;18;52;LOCA;53401;EXTRA2;CAIXA;;;;;;;1;;;;;801;
;110;LOCA PINK;1;28;28;;27/08/2022 20:28:27;SERVIDOR;52;EXTRA2;1046801;F
;110;LOCA PINK;1;28;28;;27/08/2022 21:03:54;SERVIDOR;52;EXTRA2;1046801;F
;110;LOCA PINK;1;28;28;;27/08/2022 21:30:51;SERVIDOR;52;EXTRA2;1046801;F
;436;BRUSCHETA;1;28;28;;27/08/2022 22:25:58;SERVIDOR;52;EXTRA2;1046801;F
;206;GIN TONIC TRADICIONAL;1;29;29;;27/08/2022 23:11:04;SERVIDOR;52;EMERSON;1046801;F
;206;GIN TONIC TRADICIONAL;1;29;29;;27/08/2022 23:14:35;SERVIDOR;52;EMERSON;1046801;F
;86;COUVERT LOCA;1;10;10;;28/08/2022 00:06:40;SERVIDOR;52;EXTRA2;1046801;F
1046701;;7145;27/08/2022 21:22:22;28/08/2022 00:48:11;;262,5;262,5;0;26,25;1;LOCA;53401;GABRIEL;CAIXA;;;;;;;1;;;;;2201;
;94;SANGRIA HP;1;24;24;;27/08/2022 21:22:22;SERVIDOR;1;GABRIEL;1046701;F
;110;LOCA PINK;1;28;28;;27/08/2022 21:23:10;SERVIDOR;1;GABRIEL;1046701;F
;438;TABUA DE FRUTOS DO MAR;1;119;119;;27/08/2022 22:03:28;SERVIDOR;1;GABRIEL;1046701;F
;97;JARRA SANGRIA LOCA SUMMER;1;55;55;;27/08/2022 22:03:28;SERVIDOR;1;GABRIEL;1046701;F
;99;AGUA COM GÁS EV;1;6,5;6,5;;27/08/2022 22:46:09;SERVIDOR;1;GABRIEL;1046701;F
;86;COUVERT LOCA;1;10;10;;28/08/2022 00:03:50;SERVIDOR;1;GABRIEL;1046701;F
;86;COUVERT LOCA;1;10;10;;28/08/2022 00:03:50;SERVIDOR;1;GABRIEL;1046701;F
;86;COUVERT LOCA;1;10;10;;28/08/2022 00:03:50;SERVIDOR;1;GABRIEL;1046701;F
1046601;;7144;27/08/2022 20:36:56;28/08/2022 00:46:18;;577,5;577,5;0;57,75;64;LOCA;53401;MARCIO;CAIXA;;;;;;;1;;;;;1;
;110;LOCA PINK;1;28;28;;27/08/2022 20:36:56;SERVIDOR;64;EMERSON;1046601;F
;436;BRUSCHETA;1;28;28;;27/08/2022 20:38:23;SERVIDOR;64;EMERSON;1046601;F
;239;CANECA CHOPP IPA;1;15;15;;27/08/2022 20:38:23;SERVIDOR;64;EMERSON;1046601;F
;99;AGUA COM GÁS EV;1;6,5;6,5;;27/08/2022 21:01:36;SERVIDOR;64;EXTRA2;1046601;F
