chopp do rei,
caipirinha tangeri,
papas locas (batata,
gin tonic tradicio,
aranccini carangue,
choripan loca summe,
pasteis queijo rei,
crispy chicken bur,
coca cola lt norma,
jarra sangria loca,
ribs executivo,
caldo do dia hp,
pasteis queijo coa,
sangria loca summe,
burrata com jamon,
sanduba de pernil,
churros doce de le,
dose cachaça matut,
dose vodka aviator,
pirulito barriga h,
pirulito camarão h,
caipirinha especia,
margarita de moran,
brie ao forno com,
item extra,
praya puro malte l,
tabua de frutos do,
dose whisky 12 anos,
sra. garibald,
camarões fritos co,
stella artois sem,
halumi de coalho f,
praya witbier long,
pasteis queijo rei,
brownie de chocolat,
molho extra vermel,
caipirosca c absol,
dose jack daniels,
porçao extra,
dose cachaça espec,
cortesia anivers.,
caipirosca f verme,
pasteis queijo coa,
halumi de coalho h,
estrella galicia l,
fava com camarão h,
castelo de pias br,
casas del maipo ca,
risotinho de alho p,
taça vinho loca summ,
tilapia executivo,
mar salgado rose 2,
caipirinha f verme,
cachaça sao paulo,
vb forrozeiro crea,
jarra sangria f.ve,
moco fidalgo branc,
loca citrus hp,
soldado,
whiskey and cold b,
1913 sparkling ros,
sangria f.vermelha,
vizar branco verde,
churros executivo,
colorado ribeirao,
casas del maipo ch,
dose de bacardi li,
maray cabernet,
1913 sparkling bru,
tannat toscanini,
chac chac,
salada grega de mel,
cachaça sao paulo,
ribera cabernet sa,
castelo de pias ti,
esperança hope,
filoco branco,
love 1/2 garrafa,
4 estações viognie,
jarra vb sour,
casas del toqui,
vinho nhoque fortu,
secreto rosso,
ciao bella chardpm,
empanada combo,
4 estações malbec,
festivo malbec,
empanada,
monte da estrela,
porta long neck lo,
norton malbec doc,
ribera sauvignon b,
coração obra prima,
arroz costela exec,
tierruca,
wave espumante bru,
garrafa whisky 12,
sabicos branco ale,
quinta da esperanç,
casas del maipo ro,
alma jovem branco,
carva ramires brut,
chapeu,
hasso tinto,
sol fa soul moscat,
dadinhos de tapioc,
4 estações rose 20,
barril chopp,
combo gim + to,
dose ballantin's 1,
